"idVersionEquipo","idEquipo","fechaRecopilacion","fechaRecopilacionTextual","velocidadPlanDeJuego","velocidadPlanDeJuegoClase","regatesPlanDeJuegoClase","pasesPlanDeJuego","pasesPlanDeJuegoClase","colocacionPlanDeJuegoClase","pasesCreacionOcasiones","pasesCreacionOcasionesClase","centrosCreacionOcasiones","centrosCreacionOcasionesClase","tirosCreacionOcasiones","tirosCreacionOcasionesClase","colocaCreacionOcasionesClase","presionDefensa","presionDefensaClase","agresividadDefensa","agresividadDefensaClase","anchuraEquipoDefensa","anchuraEquipoDefensaClase","lineaDefensivaDefensaClase"
500,29,20110222,"22/02/2011",50,"Balanced","Little",47,"Mixed","Organised",47,"Normal",41,"Normal",34,"Normal","Organised",41,"Medium",42,"Press",50,"Normal","Cover"
501,29,20120222,"22/02/2012",52,"Balanced","Little",61,"Mixed","Organised",62,"Normal",50,"Normal",42,"Normal","Organised",30,"Deep",50,"Press",39,"Normal","Cover"
502,29,20130920,"20/09/2013",59,"Balanced","Little",38,"Mixed","Organised",55,"Normal",39,"Normal",43,"Normal","Free Form",53,"Medium",62,"Press",37,"Normal","Cover"
503,29,20140919,"19/09/2014",39,"Balanced","Normal",48,"Mixed","Organised",55,"Normal",33,"Little",44,"Normal","Free Form",59,"Medium",60,"Press",39,"Normal","Cover"
504,29,20150910,"10/09/2015",59,"Balanced","Normal",38,"Mixed","Organised",55,"Normal",44,"Normal",45,"Normal","Free Form",53,"Medium",62,"Press",29,"Narrow","Cover"
893,30,20100222,"22/02/2010",40,"Balanced","Little",30,"Short","Organised",35,"Normal",50,"Normal",70,"Lots","Organised",30,"Deep",50,"Press",40,"Normal","Offside Trap"
894,30,20110222,"22/02/2011",53,"Balanced","Little",55,"Mixed","Organised",44,"Normal",56,"Normal",61,"Normal","Organised",58,"Medium",52,"Press",68,"Wide","Cover"
895,30,20120222,"22/02/2012",41,"Balanced","Little",44,"Mixed","Organised",44,"Normal",44,"Normal",47,"Normal","Organised",63,"Medium",51,"Press",59,"Normal","Cover"
896,30,20130920,"20/09/2013",45,"Balanced","Little",44,"Mixed","Free Form",44,"Normal",44,"Normal",47,"Normal","Organised",63,"Medium",51,"Press",59,"Normal","Cover"
897,30,20140919,"19/09/2014",45,"Balanced","Normal",44,"Mixed","Organised",44,"Normal",44,"Normal",47,"Normal","Organised",63,"Medium",51,"Press",59,"Normal","Cover"
898,30,20150910,"10/09/2015",29,"Slow","Normal",44,"Mixed","Organised",44,"Normal",44,"Normal",47,"Normal","Organised",54,"Medium",52,"Press",63,"Normal","Cover"
750,31,20100222,"22/02/2010",35,"Balanced","Little",35,"Mixed","Organised",45,"Normal",65,"Normal",55,"Normal","Free Form",30,"Deep",65,"Press",55,"Normal","Cover"
751,31,20110222,"22/02/2011",55,"Balanced","Little",54,"Mixed","Organised",56,"Normal",69,"Lots",68,"Lots","Free Form",48,"Medium",61,"Press",68,"Wide","Cover"
752,31,20120222,"22/02/2012",34,"Balanced","Little",52,"Mixed","Organised",55,"Normal",59,"Normal",54,"Normal","Organised",47,"Medium",52,"Press",69,"Wide","Cover"
753,31,20130920,"20/09/2013",38,"Balanced","Little",52,"Mixed","Organised",55,"Normal",59,"Normal",54,"Normal","Organised",47,"Medium",52,"Press",69,"Wide","Cover"
754,31,20140919,"19/09/2014",38,"Balanced","Normal",52,"Mixed","Organised",55,"Normal",59,"Normal",54,"Normal","Organised",47,"Medium",52,"Press",65,"Normal","Cover"
755,31,20150910,"10/09/2015",38,"Balanced","Normal",52,"Mixed","Organised",55,"Normal",59,"Normal",54,"Normal","Organised",47,"Medium",52,"Press",69,"Wide","Cover"
911,32,20140919,"19/09/2014",62,"Balanced","Normal",52,"Mixed","Organised",60,"Normal",55,"Normal",64,"Normal","Organised",37,"Medium",56,"Press",49,"Normal","Cover"
912,32,20150910,"10/09/2015",62,"Balanced","Normal",52,"Mixed","Organised",59,"Normal",55,"Normal",52,"Normal","Organised",37,"Medium",56,"Press",49,"Normal","Cover"
774,33,20100222,"22/02/2010",55,"Balanced","Little",40,"Mixed","Organised",50,"Normal",55,"Normal",55,"Normal","Organised",30,"Deep",55,"Press",55,"Normal","Offside Trap"
775,33,20110222,"22/02/2011",71,"Fast","Little",53,"Mixed","Organised",38,"Normal",53,"Normal",53,"Normal","Organised",40,"Medium",49,"Press",55,"Normal","Cover"
776,33,20120222,"22/02/2012",44,"Balanced","Little",45,"Mixed","Organised",54,"Normal",41,"Normal",57,"Normal","Organised",50,"Medium",46,"Press",62,"Normal","Cover"
777,33,20130920,"20/09/2013",44,"Balanced","Little",45,"Mixed","Organised",54,"Normal",41,"Normal",57,"Normal","Organised",50,"Medium",46,"Press",62,"Normal","Cover"
778,33,20140919,"19/09/2014",44,"Balanced","Normal",45,"Mixed","Organised",54,"Normal",41,"Normal",57,"Normal","Organised",50,"Medium",46,"Press",62,"Normal","Cover"
779,33,20150910,"10/09/2015",44,"Balanced","Normal",45,"Mixed","Organised",54,"Normal",41,"Normal",57,"Normal","Organised",50,"Medium",46,"Press",62,"Normal","Cover"
861,34,20100222,"22/02/2010",30,"Slow","Little",30,"Short","Free Form",50,"Normal",35,"Normal",70,"Lots","Organised",40,"Medium",30,"Contain",45,"Normal","Offside Trap"
862,34,20110222,"22/02/2011",43,"Balanced","Little",40,"Mixed","Organised",46,"Normal",38,"Normal",42,"Normal","Organised",38,"Medium",40,"Press",53,"Normal","Cover"
863,34,20120222,"22/02/2012",34,"Balanced","Little",23,"Short","Organised",53,"Normal",56,"Normal",57,"Normal","Organised",51,"Medium",46,"Press",61,"Normal","Cover"
864,34,20130920,"20/09/2013",38,"Balanced","Little",23,"Short","Organised",53,"Normal",56,"Normal",57,"Normal","Organised",51,"Medium",46,"Press",61,"Normal","Cover"
865,34,20140919,"19/09/2014",38,"Balanced","Normal",35,"Mixed","Organised",53,"Normal",56,"Normal",57,"Normal","Organised",51,"Medium",46,"Press",61,"Normal","Cover"
866,34,20150910,"10/09/2015",52,"Balanced","Normal",50,"Mixed","Organised",52,"Normal",56,"Normal",57,"Normal","Organised",48,"Medium",43,"Press",49,"Normal","Cover"
465,35,20100222,"22/02/2010",45,"Balanced","Little",55,"Mixed","Organised",30,"Safe",55,"Normal",45,"Normal","Organised",68,"High",70,"Double",68,"Wide","Cover"
466,35,20110222,"22/02/2011",64,"Balanced","Little",55,"Mixed","Organised",71,"Risky",38,"Normal",52,"Normal","Organised",58,"Medium",48,"Press",40,"Normal","Cover"
467,35,20120222,"22/02/2012",50,"Balanced","Little",48,"Mixed","Organised",47,"Normal",67,"Lots",53,"Normal","Organised",57,"Medium",47,"Press",52,"Normal","Cover"
468,35,20130920,"20/09/2013",50,"Balanced","Little",48,"Mixed","Organised",47,"Normal",67,"Lots",53,"Normal","Organised",57,"Medium",47,"Press",52,"Normal","Cover"
469,35,20140919,"19/09/2014",39,"Balanced","Normal",40,"Mixed","Organised",52,"Normal",67,"Lots",56,"Normal","Organised",47,"Medium",55,"Press",52,"Normal","Cover"
529,36,20100222,"22/02/2010",45,"Balanced","Little",45,"Mixed","Organised",35,"Normal",70,"Lots",70,"Lots","Organised",45,"Medium",55,"Press",45,"Normal","Cover"
530,36,20110222,"22/02/2011",68,"Fast","Little",40,"Mixed","Organised",52,"Normal",64,"Normal",72,"Lots","Organised",59,"Medium",49,"Press",42,"Normal","Cover"
531,36,20120222,"22/02/2012",55,"Balanced","Little",55,"Mixed","Organised",49,"Normal",57,"Normal",55,"Normal","Organised",47,"Medium",58,"Press",56,"Normal","Cover"
532,36,20130920,"20/09/2013",40,"Balanced","Little",55,"Mixed","Organised",49,"Normal",72,"Lots",53,"Normal","Organised",33,"Deep",43,"Press",52,"Normal","Cover"
533,36,20140919,"19/09/2014",62,"Balanced","Normal",69,"Long","Organised",41,"Normal",63,"Normal",56,"Normal","Organised",47,"Medium",55,"Press",52,"Normal","Cover"
534,36,20150910,"10/09/2015",59,"Balanced","Normal",55,"Mixed","Organised",49,"Normal",62,"Normal",55,"Normal","Organised",34,"Medium",50,"Press",59,"Normal","Cover"
109,37,20100222,"22/02/2010",70,"Fast","Little",60,"Mixed","Free Form",56,"Normal",70,"Lots",70,"Lots","Free Form",30,"Deep",60,"Press",35,"Normal","Cover"
110,37,20110222,"22/02/2011",60,"Balanced","Little",50,"Mixed","Free Form",60,"Normal",60,"Normal",80,"Lots","Free Form",35,"Medium",55,"Press",50,"Normal","Cover"
111,37,20120222,"22/02/2012",60,"Balanced","Little",45,"Mixed","Organised",55,"Normal",45,"Normal",45,"Normal","Organised",60,"Medium",62,"Press",46,"Normal","Cover"
112,37,20130920,"20/09/2013",46,"Balanced","Little",41,"Mixed","Organised",46,"Normal",61,"Normal",63,"Normal","Organised",42,"Medium",43,"Press",46,"Normal","Cover"
113,37,20140919,"19/09/2014",67,"Fast","Normal",38,"Mixed","Organised",41,"Normal",61,"Normal",68,"Lots","Organised",39,"Medium",41,"Press",46,"Normal","Cover"
114,37,20150910,"10/09/2015",67,"Fast","Normal",36,"Mixed","Organised",41,"Normal",34,"Normal",44,"Normal","Organised",39,"Medium",41,"Press",46,"Normal","Cover"
55,38,20100222,"22/02/2010",70,"Fast","Little",60,"Mixed","Organised",55,"Normal",70,"Lots",70,"Lots","Organised",45,"Medium",55,"Press",45,"Normal","Cover"
56,38,20110222,"22/02/2011",70,"Fast","Little",60,"Mixed","Organised",70,"Risky",65,"Normal",75,"Lots","Free Form",65,"Medium",65,"Press",50,"Normal","Cover"
57,38,20120222,"22/02/2012",45,"Balanced","Little",55,"Mixed","Organised",40,"Normal",38,"Normal",48,"Normal","Free Form",50,"Medium",60,"Press",54,"Normal","Cover"
58,38,20130920,"20/09/2013",36,"Balanced","Little",34,"Mixed","Organised",39,"Normal",44,"Normal",38,"Normal","Free Form",42,"Medium",44,"Press",54,"Normal","Cover"
59,38,20140919,"19/09/2014",59,"Balanced","Normal",29,"Short","Organised",32,"Safe",49,"Normal",62,"Normal","Organised",42,"Medium",44,"Press",54,"Normal","Cover"
60,38,20150910,"10/09/2015",59,"Balanced","Normal",29,"Short","Free Form",38,"Normal",36,"Normal",24,"Little","Free Form",48,"Medium",47,"Press",54,"Normal","Cover"
551,39,20100222,"22/02/2010",70,"Fast","Little",49,"Mixed","Organised",50,"Normal",34,"Normal",55,"Normal","Organised",30,"Deep",48,"Press",30,"Narrow","Cover"
552,39,20110222,"22/02/2011",52,"Balanced","Little",48,"Mixed","Organised",49,"Normal",37,"Normal",55,"Normal","Organised",36,"Medium",48,"Press",40,"Normal","Cover"
553,39,20120222,"22/02/2012",67,"Fast","Little",59,"Mixed","Organised",52,"Normal",48,"Normal",68,"Lots","Organised",33,"Deep",52,"Press",53,"Normal","Cover"
554,39,20130920,"20/09/2013",67,"Fast","Little",59,"Mixed","Organised",52,"Normal",48,"Normal",68,"Lots","Organised",40,"Medium",52,"Press",53,"Normal","Cover"
555,39,20140919,"19/09/2014",73,"Fast","Normal",55,"Mixed","Organised",52,"Normal",48,"Normal",63,"Normal","Organised",33,"Deep",55,"Press",53,"Normal","Cover"
556,39,20150910,"10/09/2015",67,"Fast","Normal",62,"Mixed","Organised",56,"Normal",48,"Normal",56,"Normal","Organised",25,"Deep",29,"Contain",54,"Normal","Cover"
115,40,20100222,"22/02/2010",70,"Fast","Little",70,"Long","Organised",70,"Risky",70,"Lots",55,"Normal","Organised",40,"Medium",70,"Double",40,"Normal","Cover"
116,40,20110222,"22/02/2011",36,"Balanced","Little",48,"Mixed","Organised",48,"Normal",66,"Normal",51,"Normal","Organised",36,"Medium",44,"Press",48,"Normal","Cover"
117,40,20120222,"22/02/2012",64,"Balanced","Little",59,"Mixed","Organised",40,"Normal",42,"Normal",56,"Normal","Organised",49,"Medium",51,"Press",44,"Normal","Cover"
118,40,20130920,"20/09/2013",68,"Fast","Little",62,"Mixed","Organised",40,"Normal",47,"Normal",56,"Normal","Organised",49,"Medium",51,"Press",44,"Normal","Cover"
119,40,20140919,"19/09/2014",59,"Balanced","Little",57,"Mixed","Organised",49,"Normal",47,"Normal",53,"Normal","Organised",39,"Medium",40,"Press",44,"Normal","Cover"
120,40,20150910,"10/09/2015",59,"Balanced","Little",57,"Mixed","Organised",49,"Normal",47,"Normal",53,"Normal","Organised",39,"Medium",40,"Press",44,"Normal","Cover"
163,41,20100222,"22/02/2010",70,"Fast","Little",55,"Mixed","Organised",70,"Risky",70,"Lots",65,"Normal","Organised",70,"High",70,"Double",70,"Wide","Cover"
164,41,20110222,"22/02/2011",52,"Balanced","Little",37,"Mixed","Organised",48,"Normal",49,"Normal",47,"Normal","Organised",43,"Medium",43,"Press",48,"Normal","Cover"
165,41,20120222,"22/02/2012",47,"Balanced","Little",52,"Mixed","Organised",54,"Normal",56,"Normal",60,"Normal","Organised",48,"Medium",52,"Press",44,"Normal","Cover"
166,41,20130920,"20/09/2013",47,"Balanced","Little",38,"Mixed","Organised",52,"Normal",56,"Normal",58,"Normal","Free Form",57,"Medium",63,"Press",44,"Normal","Cover"
167,41,20140919,"19/09/2014",47,"Balanced","Normal",40,"Mixed","Organised",42,"Normal",56,"Normal",51,"Normal","Free Form",62,"Medium",64,"Press",44,"Normal","Cover"
168,41,20150910,"10/09/2015",52,"Balanced","Little",46,"Mixed","Organised",42,"Normal",54,"Normal",30,"Little","Organised",50,"Medium",65,"Press",44,"Normal","Cover"
25,42,20100222,"22/02/2010",60,"Balanced","Little",70,"Long","Organised",70,"Risky",70,"Lots",55,"Normal","Organised",35,"Medium",70,"Double",35,"Normal","Cover"
26,42,20110222,"22/02/2011",55,"Balanced","Little",55,"Mixed","Organised",55,"Normal",65,"Normal",55,"Normal","Organised",45,"Medium",55,"Press",65,"Normal","Cover"
27,42,20120222,"22/02/2012",67,"Fast","Little",62,"Mixed","Organised",44,"Normal",72,"Lots",59,"Normal","Organised",47,"Medium",53,"Press",60,"Normal","Cover"
28,42,20130920,"20/09/2013",57,"Balanced","Little",66,"Mixed","Organised",56,"Normal",31,"Little",72,"Lots","Organised",47,"Medium",52,"Press",49,"Normal","Cover"
29,42,20140919,"19/09/2014",60,"Balanced","Little",61,"Mixed","Organised",56,"Normal",44,"Normal",58,"Normal","Organised",41,"Medium",38,"Press",53,"Normal","Cover"
30,42,20150910,"10/09/2015",43,"Balanced","Normal",51,"Mixed","Organised",59,"Normal",50,"Normal",55,"Normal","Organised",47,"Medium",45,"Press",49,"Normal","Cover"
815,43,20100222,"22/02/2010",50,"Balanced","Little",40,"Mixed","Organised",40,"Normal",40,"Normal",50,"Normal","Organised",35,"Medium",55,"Press",40,"Normal","Cover"
816,43,20110222,"22/02/2011",45,"Balanced","Little",58,"Mixed","Organised",41,"Normal",42,"Normal",52,"Normal","Organised",39,"Medium",39,"Press",66,"Normal","Cover"
817,43,20120222,"22/02/2012",41,"Balanced","Little",54,"Mixed","Organised",67,"Risky",50,"Normal",23,"Little","Organised",40,"Medium",49,"Press",62,"Normal","Cover"
818,43,20130920,"20/09/2013",41,"Balanced","Little",54,"Mixed","Organised",45,"Normal",50,"Normal",23,"Little","Organised",40,"Medium",49,"Press",62,"Normal","Cover"
819,43,20140919,"19/09/2014",41,"Balanced","Normal",54,"Mixed","Organised",45,"Normal",50,"Normal",35,"Normal","Organised",40,"Medium",49,"Press",62,"Normal","Cover"
820,43,20150910,"10/09/2015",37,"Balanced","Normal",43,"Mixed","Organised",30,"Safe",42,"Normal",37,"Normal","Organised",40,"Medium",49,"Press",54,"Normal","Cover"
275,44,20100222,"22/02/2010",65,"Balanced","Little",40,"Mixed","Organised",60,"Normal",70,"Lots",30,"Little","Organised",70,"High",70,"Double",70,"Wide","Cover"
276,44,20110222,"22/02/2011",35,"Balanced","Little",35,"Mixed","Organised",35,"Normal",65,"Normal",35,"Normal","Organised",35,"Medium",55,"Press",50,"Normal","Cover"
277,44,20120222,"22/02/2012",49,"Balanced","Little",49,"Mixed","Organised",52,"Normal",53,"Normal",67,"Lots","Organised",43,"Medium",46,"Press",50,"Normal","Cover"
278,44,20130920,"20/09/2013",49,"Balanced","Little",49,"Mixed","Organised",52,"Normal",53,"Normal",67,"Lots","Organised",43,"Medium",46,"Press",50,"Normal","Cover"
279,44,20140919,"19/09/2014",49,"Balanced","Normal",49,"Mixed","Organised",52,"Normal",53,"Normal",67,"Lots","Organised",43,"Medium",46,"Press",50,"Normal","Cover"
280,44,20150910,"10/09/2015",49,"Balanced","Normal",49,"Mixed","Organised",52,"Normal",53,"Normal",67,"Lots","Organised",43,"Medium",46,"Press",50,"Normal","Cover"
139,45,20100222,"22/02/2010",70,"Fast","Little",70,"Long","Organised",70,"Risky",70,"Lots",65,"Normal","Organised",70,"High",70,"Double",70,"Wide","Cover"
140,45,20110222,"22/02/2011",70,"Fast","Little",30,"Short","Organised",65,"Normal",30,"Little",65,"Normal","Organised",45,"Medium",50,"Press",45,"Normal","Cover"
141,45,20120222,"22/02/2012",45,"Balanced","Little",52,"Mixed","Organised",60,"Normal",58,"Normal",58,"Normal","Organised",49,"Medium",52,"Press",54,"Normal","Cover"
142,45,20130920,"20/09/2013",45,"Balanced","Little",52,"Mixed","Organised",60,"Normal",58,"Normal",58,"Normal","Organised",49,"Medium",52,"Press",54,"Normal","Cover"
143,45,20140919,"19/09/2014",67,"Fast","Normal",72,"Long","Organised",70,"Risky",48,"Normal",58,"Normal","Organised",39,"Medium",38,"Press",54,"Normal","Cover"
144,45,20150910,"10/09/2015",62,"Balanced","Normal",64,"Mixed","Organised",59,"Normal",43,"Normal",64,"Normal","Organised",39,"Medium",38,"Press",54,"Normal","Cover"
340,46,20100222,"22/02/2010",50,"Balanced","Little",40,"Mixed","Organised",30,"Safe",40,"Normal",60,"Normal","Organised",70,"High",70,"Double",70,"Wide","Cover"
341,46,20110222,"22/02/2011",65,"Balanced","Little",35,"Mixed","Organised",50,"Normal",65,"Normal",50,"Normal","Organised",55,"Medium",45,"Press",65,"Normal","Cover"
342,46,20120222,"22/02/2012",64,"Balanced","Little",62,"Mixed","Organised",49,"Normal",53,"Normal",66,"Normal","Organised",44,"Medium",34,"Press",51,"Normal","Cover"
343,46,20130920,"20/09/2013",59,"Balanced","Little",54,"Mixed","Organised",49,"Normal",53,"Normal",66,"Normal","Organised",44,"Medium",34,"Press",51,"Normal","Cover"
344,46,20140919,"19/09/2014",59,"Balanced","Normal",54,"Mixed","Organised",49,"Normal",53,"Normal",66,"Normal","Organised",44,"Medium",34,"Press",51,"Normal","Cover"
345,46,20150910,"10/09/2015",59,"Balanced","Normal",54,"Mixed","Organised",49,"Normal",53,"Normal",66,"Normal","Organised",44,"Medium",34,"Press",51,"Normal","Cover"
563,47,20100222,"22/02/2010",35,"Balanced","Little",40,"Mixed","Organised",35,"Normal",30,"Little",55,"Normal","Organised",30,"Deep",30,"Contain",55,"Normal","Offside Trap"
564,47,20110222,"22/02/2011",65,"Balanced","Little",50,"Mixed","Organised",50,"Normal",65,"Normal",55,"Normal","Organised",45,"Medium",55,"Press",65,"Normal","Cover"
565,47,20120222,"22/02/2012",40,"Balanced","Little",50,"Mixed","Organised",53,"Normal",47,"Normal",50,"Normal","Organised",55,"Medium",42,"Press",50,"Normal","Cover"
566,47,20130920,"20/09/2013",64,"Balanced","Little",36,"Mixed","Organised",38,"Normal",49,"Normal",51,"Normal","Free Form",54,"Medium",53,"Press",49,"Normal","Cover"
567,47,20140919,"19/09/2014",64,"Balanced","Normal",37,"Mixed","Organised",38,"Normal",49,"Normal",51,"Normal","Organised",36,"Medium",66,"Press",49,"Normal","Cover"
568,47,20150910,"10/09/2015",64,"Balanced","Normal",37,"Mixed","Organised",38,"Normal",49,"Normal",51,"Normal","Organised",36,"Medium",63,"Press",49,"Normal","Cover"
43,48,20100222,"22/02/2010",70,"Fast","Little",70,"Long","Organised",70,"Risky",70,"Lots",50,"Normal","Organised",35,"Medium",70,"Double",35,"Normal","Cover"
44,48,20110222,"22/02/2011",35,"Balanced","Little",50,"Mixed","Organised",45,"Normal",65,"Normal",50,"Normal","Organised",45,"Medium",55,"Press",65,"Normal","Cover"
45,48,20120222,"22/02/2012",38,"Balanced","Little",38,"Mixed","Organised",54,"Normal",42,"Normal",42,"Normal","Organised",40,"Medium",42,"Press",44,"Normal","Cover"
46,48,20130920,"20/09/2013",38,"Balanced","Little",39,"Mixed","Organised",43,"Normal",42,"Normal",34,"Normal","Free Form",56,"Medium",52,"Press",44,"Normal","Cover"
47,48,20140919,"19/09/2014",51,"Balanced","Normal",51,"Mixed","Organised",52,"Normal",55,"Normal",57,"Normal","Organised",62,"Medium",57,"Press",44,"Normal","Cover"
48,48,20150910,"10/09/2015",51,"Balanced","Normal",56,"Mixed","Organised",52,"Normal",59,"Normal",40,"Normal","Organised",62,"Medium",48,"Press",44,"Normal","Cover"
574,49,20100222,"22/02/2010",40,"Balanced","Little",30,"Short","Organised",30,"Safe",35,"Normal",55,"Normal","Organised",40,"Medium",55,"Press",60,"Normal","Cover"
575,49,20110222,"22/02/2011",65,"Balanced","Little",50,"Mixed","Organised",50,"Normal",65,"Normal",50,"Normal","Free Form",45,"Medium",45,"Press",51,"Normal","Cover"
576,49,20120222,"22/02/2012",40,"Balanced","Little",50,"Mixed","Organised",65,"Normal",50,"Normal",50,"Normal","Organised",45,"Medium",45,"Press",50,"Normal","Cover"
577,49,20130920,"20/09/2013",63,"Balanced","Little",36,"Mixed","Organised",66,"Normal",51,"Normal",51,"Normal","Free Form",46,"Medium",56,"Press",51,"Normal","Cover"
578,49,20140919,"19/09/2014",63,"Balanced","Normal",53,"Mixed","Organised",33,"Safe",51,"Normal",68,"Lots","Organised",37,"Medium",56,"Press",51,"Normal","Cover"
579,49,20150910,"10/09/2015",67,"Fast","Little",35,"Mixed","Organised",69,"Risky",58,"Normal",69,"Lots","Free Form",65,"Medium",65,"Press",57,"Normal","Offside Trap"
586,50,20100222,"22/02/2010",35,"Balanced","Little",30,"Short","Organised",30,"Safe",30,"Little",60,"Normal","Organised",35,"Medium",55,"Press",50,"Normal","Cover"
587,50,20110222,"22/02/2011",65,"Balanced","Little",35,"Mixed","Free Form",50,"Normal",65,"Normal",63,"Normal","Organised",35,"Medium",55,"Press",50,"Normal","Offside Trap"
588,50,20120222,"22/02/2012",40,"Balanced","Little",50,"Mixed","Organised",50,"Normal",50,"Normal",50,"Normal","Organised",25,"Deep",50,"Press",35,"Normal","Cover"
589,50,20130920,"20/09/2013",67,"Fast","Little",37,"Mixed","Free Form",67,"Risky",52,"Normal",52,"Normal","Organised",37,"Medium",57,"Press",52,"Normal","Cover"
590,50,20140919,"19/09/2014",75,"Fast","Normal",48,"Mixed","Organised",53,"Normal",52,"Normal",36,"Normal","Organised",28,"Deep",67,"Double",52,"Normal","Cover"
591,50,20150910,"10/09/2015",70,"Fast","Normal",48,"Mixed","Organised",53,"Normal",52,"Normal",36,"Normal","Organised",31,"Deep",64,"Press",52,"Normal","Cover"
598,51,20100222,"22/02/2010",45,"Balanced","Little",30,"Short","Organised",35,"Normal",45,"Normal",65,"Normal","Organised",30,"Deep",70,"Double",65,"Normal","Offside Trap"
599,51,20110222,"22/02/2011",45,"Balanced","Little",50,"Mixed","Organised",49,"Normal",45,"Normal",35,"Normal","Organised",36,"Medium",70,"Double",51,"Normal","Cover"
600,51,20120222,"22/02/2012",60,"Balanced","Little",65,"Mixed","Organised",50,"Normal",50,"Normal",65,"Normal","Organised",25,"Deep",45,"Press",50,"Normal","Cover"
601,51,20130920,"20/09/2013",66,"Balanced","Little",67,"Long","Organised",52,"Normal",51,"Normal",66,"Normal","Free Form",26,"Deep",59,"Press",51,"Normal","Cover"
602,51,20140919,"19/09/2014",66,"Balanced","Normal",67,"Long","Organised",52,"Normal",66,"Normal",52,"Normal","Organised",46,"Medium",59,"Press",51,"Normal","Cover"
603,51,20150910,"10/09/2015",66,"Balanced","Normal",67,"Long","Organised",52,"Normal",66,"Normal",52,"Normal","Organised",46,"Medium",59,"Press",51,"Normal","Cover"
727,52,20100222,"22/02/2010",30,"Slow","Little",30,"Short","Organised",30,"Safe",30,"Little",55,"Normal","Organised",30,"Deep",30,"Contain",30,"Narrow","Cover"
728,52,20110222,"22/02/2011",50,"Balanced","Little",35,"Mixed","Organised",50,"Normal",50,"Normal",55,"Normal","Organised",45,"Medium",45,"Press",47,"Normal","Offside Trap"
729,52,20120222,"22/02/2012",50,"Balanced","Little",50,"Mixed","Organised",50,"Normal",50,"Normal",50,"Normal","Organised",35,"Medium",45,"Press",50,"Normal","Cover"
730,52,20130920,"20/09/2013",51,"Balanced","Little",54,"Mixed","Organised",53,"Normal",54,"Normal",62,"Normal","Organised",39,"Medium",50,"Press",59,"Normal","Cover"
731,52,20140919,"19/09/2014",63,"Balanced","Normal",39,"Mixed","Organised",66,"Normal",67,"Lots",51,"Normal","Organised",53,"Medium",57,"Press",54,"Normal","Cover"
732,52,20150910,"10/09/2015",66,"Balanced","Normal",36,"Mixed","Organised",59,"Normal",64,"Normal",63,"Normal","Organised",46,"Medium",66,"Press",48,"Normal","Cover"
609,53,20100222,"22/02/2010",67,"Fast","Little",30,"Short","Free Form",50,"Normal",60,"Normal",60,"Normal","Free Form",45,"Medium",30,"Contain",60,"Normal","Offside Trap"
610,53,20110222,"22/02/2011",49,"Balanced","Little",50,"Mixed","Organised",50,"Normal",60,"Normal",60,"Normal","Organised",45,"Medium",45,"Press",50,"Normal","Offside Trap"
611,53,20120222,"22/02/2012",45,"Balanced","Little",50,"Mixed","Organised",65,"Normal",50,"Normal",50,"Normal","Organised",45,"Medium",45,"Press",50,"Normal","Cover"
612,53,20130920,"20/09/2013",53,"Balanced","Little",51,"Mixed","Organised",64,"Normal",51,"Normal",53,"Normal","Organised",47,"Medium",47,"Press",51,"Normal","Cover"
613,53,20140919,"19/09/2014",34,"Balanced","Normal",33,"Short","Organised",68,"Risky",51,"Normal",53,"Normal","Organised",58,"Medium",59,"Press",67,"Wide","Cover"
614,53,20150910,"10/09/2015",34,"Balanced","Normal",33,"Short","Organised",68,"Risky",51,"Normal",53,"Normal","Organised",58,"Medium",59,"Press",61,"Normal","Cover"
684,54,20100222,"22/02/2010",30,"Slow","Little",30,"Short","Organised",30,"Safe",30,"Little",55,"Normal","Organised",30,"Deep",30,"Contain",30,"Narrow","Offside Trap"
685,54,20110222,"22/02/2011",65,"Balanced","Little",50,"Mixed","Organised",30,"Safe",65,"Normal",65,"Normal","Organised",45,"Medium",60,"Press",30,"Narrow","Cover"
686,54,20120222,"22/02/2012",50,"Balanced","Little",50,"Mixed","Organised",35,"Normal",50,"Normal",50,"Normal","Organised",35,"Medium",45,"Press",35,"Normal","Cover"
687,54,20130920,"20/09/2013",58,"Balanced","Little",55,"Mixed","Organised",52,"Normal",57,"Normal",63,"Normal","Free Form",58,"Medium",49,"Press",56,"Normal","Cover"
688,54,20140919,"19/09/2014",58,"Balanced","Normal",67,"Long","Organised",38,"Normal",23,"Little",77,"Lots","Organised",29,"Deep",57,"Press",32,"Narrow","Cover"
689,54,20150910,"10/09/2015",58,"Balanced","Normal",67,"Long","Organised",38,"Normal",27,"Little",69,"Lots","Organised",31,"Deep",57,"Press",38,"Normal","Cover"
672,55,20100222,"22/02/2010",63,"Balanced","Little",50,"Mixed","Organised",30,"Safe",30,"Little",70,"Lots","Organised",45,"Medium",40,"Press",60,"Normal","Cover"
673,55,20110222,"22/02/2011",65,"Balanced","Little",35,"Mixed","Free Form",50,"Normal",65,"Normal",50,"Normal","Organised",35,"Medium",45,"Press",50,"Normal","Cover"
674,55,20120222,"22/02/2012",60,"Balanced","Little",40,"Mixed","Organised",50,"Normal",35,"Normal",65,"Normal","Organised",45,"Medium",45,"Press",50,"Normal","Cover"
